latitude,longitude,measured_on,maximum temp (deg C),minimum temp (deg C),average temp (deg C)
41.801008,-71.408769,01-02-2020,16,-11.3,3.5
41.801008,-71.408769,01-03-2020,22.2,-6.6,7.5
41.801008,-71.408769,01-04-2020,18.1,0.7,8.6
41.801008,-71.408769,01-05-2020,27,2.1,15.3
47.4851,-122.1112,01-05-2007,31.1,5.6,14.9
47.4851,-122.1112,01-06-2007,28.9,-35.6,15.7
47.4851,-122.1112,01-12-2009,11.7,-10,2.9
47.4851,-122.1112,01-01-2010,14.4,0.6,8
47.4851,-122.1112,01-02-2010,13.9,-1.1,7.9
47.4851,-122.1112,01-03-2010,21.1,-2.2,8.5
47.4851,-122.1112,01-04-2010,20,-1.1,9.5
47.4851,-122.1112,01-05-2010,22.2,3.3,11.5
47.4851,-122.1112,01-06-2010,23.9,7.2,14.5
47.4851,-122.1112,01-07-2010,33.3,9.4,18.1
47.4851,-122.1112,01-08-2011,30,1.1,18.3
47.4851,-122.1112,01-09-2011,28.3,7.2,17.8
47.4851,-122.1112,01-10-2011,19.4,2.8,11.7
47.4851,-122.1112,01-11-2011,16.1,-3.3,6.5
47.4851,-122.1112,01-12-2011,11.7,-2.8,4.6
47.4851,-122.1112,01-05-2012,25.8,2.9,12.9
47.4851,-122.1112,01-06-2012,27.9,6.4,14.6
47.4851,-122.1112,01-08-2012,34.1,9.8,19.8
47.4851,-122.1112,01-09-2012,31.1,6.1,16.7
47.4851,-122.1112,01-10-2012,23.4,0.1,12.5
47.4851,-122.1112,01-11-2012,19,-14.3,7.6
47.4851,-122.1112,01-12-2012,19,-7.4,5.5
47.4851,-122.1112,01-01-2013,11.4,-5.4,3.1
47.4851,-122.1112,01-02-2013,12.3,-16.3,5.5
47.4851,-122.1112,01-03-2013,18.3,-13.2,6.2
47.4851,-122.1112,01-05-2013,29.3,4.8,14.2
47.4851,-122.1112,01-06-2013,30.1,9.6,17.2
47.4851,-122.1112,01-07-2013,32.8,10.6,19.5
47.4851,-122.1112,01-08-2013,29.1,12.5,20
47.4851,-122.1112,01-09-2013,32.1,6.3,17.1
47.4851,-122.1112,01-10-2013,22.8,3.3,10
47.4851,-122.1112,01-11-2013,16.7,-3.2,7.4
47.4851,-122.1112,01-12-2013,11.1,-8.9,3.3
47.4851,-122.1112,01-01-2014,13.7,-3.1,5.4
47.4851,-122.1112,01-02-2014,14.8,-7.8,4.3
47.4851,-122.1112,01-04-2014,27.9,3.8,11
47.4851,-122.1112,01-05-2014,30.7,6.1,15
47.4851,-122.1112,01-06-2014,24.7,8.2,16.2
47.4851,-122.1112,01-07-2014,32.6,12,20.4
47.4851,-122.1112,01-08-2014,34.8,11.6,20.6
47.4851,-122.1112,01-09-2014,30.6,9.2,17.8
47.4851,-122.1112,01-10-2014,24.7,6.7,14.5
47.4851,-122.1112,01-11-2014,16.2,-2.7,8
47.4851,-122.1112,01-12-2014,18.4,-4.1,7.4
47.4851,-122.1112,01-01-2015,13.3,-3.8,6.2
47.4851,-122.1112,01-02-2015,17.7,-0.6,9.2
47.4851,-122.1112,01-03-2015,21.2,-1.6,10.1
47.4851,-122.1112,01-04-2015,24.3,1.9,10.4
47.4851,-122.1112,01-05-2015,26.1,5.6,14.9
47.4851,-122.1112,01-06-2015,32.1,9.4,19.5
47.4851,-122.1112,01-07-2015,34.3,11.2,21.3
47.4851,-122.1112,01-09-2015,27.4,5.4,15.6
47.4851,-122.1112,01-10-2015,22.9,5.9,14.1
47.4851,-122.1112,01-11-2015,15.2,-4.3,6.1
47.4851,-122.1112,01-12-2015,14.8,-3.2,5.5
47.4851,-122.1112,01-01-2016,13.6,-4.2,6.3
47.4851,-122.1112,01-02-2016,16.9,-0.5,8.3
47.4851,-122.1112,01-03-2016,19.7,-0.4,9
47.4851,-122.1112,01-04-2016,31.6,4.9,13.7
47.4851,-122.1112,01-05-2016,30.4,7.6,14.8
47.4851,-122.1112,01-06-2016,33.1,7.6,17.1
47.4851,-122.1112,01-07-2016,30.1,12.6,19
47.4851,-122.1112,01-08-2016,32.9,11.1,20.1
47.4851,-122.1112,01-09-2016,25.8,7.8,15.9
47.4851,-122.1112,01-03-2017,14.5,0.5,7.6
47.4851,-122.1112,01-04-2017,19.6,2,10.1
47.4851,-122.1112,01-05-2017,29.6,4.8,14.3
47.4851,-122.1112,01-06-2017,35.4,8.4,16.8
47.4851,-122.1112,01-07-2017,29.9,11.9,19.5
47.4851,-122.1112,01-08-2017,33.3,11.3,20.9
47.4851,-122.1112,01-09-2017,30.9,8.9,17.9
47.4851,-122.1112,01-10-2017,20.7,2.6,11.4
47.4851,-122.1112,01-11-2017,19.9,0.2,8.1
47.4851,-122.1112,01-12-2017,12.7,-2.7,4.3
47.4851,-122.1112,01-01-2018,17.4,2.5,7.4
47.4851,-122.1112,01-02-2018,12,-4.8,4.9
47.4851,-122.1112,01-03-2018,21,-0.7,7
47.4851,-122.1112,01-05-2019,29.1,6.4,15.4
47.4851,-122.1112,01-06-2019,34.4,8.8,16.7
47.4851,-122.1112,01-07-2019,31.2,12.3,19.1
47.4851,-122.1112,01-08-2019,30.3,12,20
47.4851,-122.1112,01-09-2019,27,6.6,17.1
47.4851,-122.1112,01-10-2019,18.2,-1.3,9.8
47.4851,-122.1112,01-11-2019,15.8,-3.8,7.3
39.8885,-74.8253,01-11-2015,24.5,-5.1,10.6
39.8885,-74.8253,01-12-2015,23.3,-3.8,10.2
39.8885,-74.8253,01-01-2016,16.4,-12.8,0.5
39.8885,-74.8253,01-02-2016,18.1,-14.8,3.4
39.8885,-74.8253,01-03-2016,26.9,-3.9,9
39.8885,-74.8253,01-04-2016,27.9,-5.4,11.2
39.8885,-74.8253,01-05-2016,31.9,3.1,16.5
39.8885,-74.8253,01-06-2016,33.8,9.6,22.3
39.8885,-74.8253,01-09-2016,34.7,6.2,20.7
39.8885,-74.8253,01-10-2016,27.4,-0.8,14.7
39.8885,-74.8253,01-11-2016,24,-4,9
39.8885,-74.8253,01-12-2016,18.1,-9.9,3.4
39.8885,-74.8253,01-01-2017,11.7,-15,2.4
39.8885,-74.8253,01-03-2017,24.5,-10.4,5.6
39.8885,-74.8253,01-04-2017,30.1,-1.3,14.7
39.8885,-74.8253,01-05-2017,32.8,2.6,15.5
39.8885,-74.8253,01-06-2017,34.4,7.3,21.9
39.8885,-74.8253,01-07-2017,34.7,12.7,24.9
39.8885,-74.8253,01-08-2017,33,10.9,23.1
39.8885,-74.8253,01-10-2017,28.4,1.6,16.2
39.8885,-74.8253,01-11-2017,23.9,-6.3,8.2
39.8885,-74.8253,01-12-2017,18.2,-11.8,1.8
39.8885,-74.8253,01-01-2018,18,-11,3.1
39.8885,-74.8253,01-02-2018,24.7,-10.5,5.2
39.8885,-74.8253,01-03-2018,21.2,-4.2,4.3
39.8885,-74.8253,01-04-2018,28.7,-2.8,10.2
39.8885,-74.8253,01-05-2018,32.4,2.8,19.5
39.8885,-74.8253,01-06-2018,33.3,8,21.9
39.8885,-74.8253,01-07-2018,37,11.2,25
39.8885,-74.8253,01-08-2018,34.3,12.6,25.1
39.8885,-74.8253,01-10-2018,28.6,0.2,14.4
39.8885,-74.8253,01-07-2019,35.9,16,26.1
39.8885,-74.8253,01-08-2019,33.4,13.1,23.8
39.8885,-74.8253,01-09-2019,31.6,6.9,21
39.8885,-74.8253,01-10-2019,33.9,6,19.2
39.8885,-74.8253,01-11-2019,23.8,-8,5.7
39.8885,-74.8253,01-12-2019,14.5,-8.5,3.3
39.8885,-74.8253,01-01-2020,18.7,-9.1,3.3
39.8885,-74.8253,01-02-2020,17.9,-10.9,4.7
39.8885,-74.8253,01-03-2020,26.6,-3.2,8.8
39.8885,-74.8253,01-04-2020,22.3,-2.1,10.2
39.8885,-74.8253,01-05-2020,28.9,0.6,15.5
39.8885,-74.8253,01-06-2020,32.7,5.7,22.1
39.8885,-74.8253,01-07-2020,36.6,17.3,26.4
39.8885,-74.8253,01-08-2020,33.5,13.4,24.6
29.342,-98.8325,01-10-2000,36,4,21.5
29.342,-98.8325,01-11-2000,30,0,16.8
29.342,-98.8325,01-03-2001,28,2,16.7
29.342,-98.8325,01-04-2001,41,7,22.7
29.342,-98.8325,01-05-2001,44,11,26
29.342,-98.8325,01-06-2001,38,19,28.2
29.342,-98.8325,01-07-2001,39,20,30.1
29.342,-98.8325,01-08-2001,41,21,30.9
29.342,-98.8325,01-09-2001,39,10,27
29.342,-98.8325,01-10-2001,36,4,21.6
29.342,-98.8325,01-11-2001,32,-1,18.6
29.342,-98.8325,01-12-2001,26,-1,14.1
29.342,-98.8325,01-01-2002,27,-4,13.1
29.342,-98.8325,01-02-2002,29,-4,12.5
29.342,-98.8325,01-03-2002,30,-7,16.2
29.342,-98.8325,01-04-2002,33,9,21.7
48.4285,-101.3135,01-11-2000,8,-27,-6.4
48.4285,-101.3135,01-01-2001,6,-24,-6.8
48.4285,-101.3135,01-03-2001,10,-17,-1.2
48.4285,-101.3135,01-04-2001,25,-9,6.5
32.1133,-110.79,01-01-2002,27.1,-6.3,11.1
32.1133,-110.79,01-02-2002,29.1,-1.5,13.6
43.2072,-78.4593,01-02-2000,20,-17,2.3
41.4488,-75.6018,01-04-2000,24,-5,10.4
41.4488,-75.6018,01-05-2000,33.5,-1,16.3
41.4488,-75.6018,01-07-2000,31.5,7,20.6
41.4488,-75.6018,01-08-2000,33,5,21.3
41.4488,-75.6018,01-09-2000,33,-4,17.3
41.4488,-75.6018,01-10-2000,29,-4,11.6
41.4488,-75.6018,01-11-2000,19,-14,4.1
41.4488,-75.6018,01-12-2000,15,-20,-3.4
41.4488,-75.6018,01-01-2001,6,-17,-2.5
41.4488,-75.6018,01-02-2001,12,-15,-0.4
41.4488,-75.6018,01-03-2001,12,-10,1.4
41.4488,-75.6018,01-04-2001,31,-6,10.1
41.4488,-75.6018,01-05-2001,34,0,16.1
41.4488,-75.6018,01-06-2001,34,2,21
41.4488,-75.6018,01-09-2001,31,2.5,16.8
41.4488,-75.6018,01-10-2001,25,-5,11.5
41.4488,-75.6018,01-11-2001,21,-5,8.4
41.4488,-75.6018,01-12-2001,18,-10,2.9
41.4488,-75.6018,01-01-2002,14,-13,0.7
41.4488,-75.6018,01-02-2002,14,-13,1.5
36.583,-120.0242,01-01-2000,24,-2,11.3
36.583,-120.0242,01-02-2000,25,0,12.8
36.583,-120.0242,01-03-2000,28.5,4,14.2
45.5897,-94.1483,01-04-2001,28,-8,6.6
45.5897,-94.1483,01-05-2001,36,2,14.2
45.5897,-94.1483,01-06-2001,36,7,18.6
45.5897,-94.1483,01-07-2001,33,9,21.6
45.5897,-94.1483,01-08-2001,37,-1,21
45.5897,-94.1483,01-09-2001,29,-2,13.9
45.5897,-94.1483,01-10-2001,27,-7,7.5
45.5897,-94.1483,01-11-2001,21,-7,5.6
45.5897,-94.1483,01-12-2001,10,-19,-4.1
45.5897,-94.1483,01-01-2002,8,-23,-6
45.5897,-94.1483,01-02-2002,9,-21,-3.5
45.5897,-94.1483,01-03-2002,7,-23,-7.3
45.5897,-94.1483,01-04-2002,28,-11,5.5
45.5897,-94.1483,01-05-2002,33,-2,10.6
45.5897,-94.1483,01-07-2002,35,10,22.7
45.5897,-94.1483,01-08-2002,33,6,19.7
45.5897,-94.1483,01-09-2002,32,-1,16.6
45.5897,-94.1483,01-10-2002,23,-9,4
45.5897,-94.1483,01-11-2002,17,-11,-1
45.5897,-94.1483,01-12-2002,10,-18,-4.6
45.5897,-94.1483,01-01-2003,12,-27,-10.4
45.5897,-94.1483,01-02-2003,6,-25,-10.7
45.5897,-94.1483,01-03-2003,17,-27,-2
45.5897,-94.1483,01-04-2003,31,-10,7
45.5897,-94.1483,01-05-2003,28,0,13.3
45.5897,-94.1483,01-06-2003,31,4,18
45.5897,-94.1483,01-07-2003,33,9,20.8
45.5897,-94.1483,01-08-2003,36,5,21.5
45.5897,-94.1483,01-09-2003,33,-2,14.9
45.5897,-94.1483,01-10-2003,29,-7,9.2
45.5897,-94.1483,01-11-2003,11,-14,-1.5
45.5897,-94.1483,01-12-2003,6,-22,-5
45.5897,-94.1483,01-01-2004,2,-35,-12.7
45.5897,-94.1483,01-02-2004,7,-32,-7.9
45.5897,-94.1483,01-03-2004,17,-16,0.8
45.5897,-94.1483,01-04-2004,33,-7,8
45.5897,-94.1483,01-05-2004,29,-4,11.5
37.9643,-91.8318,01-08-2014,32.3,11.9,23.5
37.9643,-91.8318,01-10-2014,29.2,-0.6,13.5
37.9643,-91.8318,01-11-2014,19.4,-14,1.4
37.9643,-91.8318,01-12-2014,15.7,-16.4,0.4
37.9643,-91.8318,01-10-2015,28.3,0.6,13.6
37.9643,-91.8318,01-11-2015,24.6,-4.4,8.5
37.9643,-91.8318,01-12-2015,16.7,-9.5,3.1
37.9643,-91.8318,01-01-2016,13.7,-17.8,-2.7
37.9643,-91.8318,01-02-2016,22.2,-11.5,2.2
37.9643,-91.8318,01-03-2016,23.8,-7.7,8.7
37.9643,-91.8318,01-04-2016,27.1,-4.4,12.3
37.9643,-91.8318,01-05-2016,30.2,4.1,16.2
37.9643,-91.8318,01-07-2016,34.3,14.3,24.8
37.9643,-91.8318,01-08-2016,35.8,12,23.9
37.9643,-91.8318,01-09-2016,32.2,9.1,21.9
37.9643,-91.8318,01-10-2016,30.1,0.8,16.3
37.9643,-91.8318,01-11-2016,25.2,-3.7,10.4
37.9643,-91.8318,01-12-2016,15.8,-17.8,-0.7
37.9643,-91.8318,01-01-2017,14.2,-17.8,-0.7
37.9643,-91.8318,01-02-2017,25.1,-10.9,6
37.9643,-91.8318,01-03-2017,25.3,-9.1,7.9
37.9643,-91.8318,01-04-2017,26.7,0.8,13.2
37.9643,-91.8318,01-05-2017,31.8,3.7,17.3
37.9643,-91.8318,01-06-2017,33.4,10.5,23.3
37.9643,-91.8318,01-07-2017,34.9,13.4,25.5
37.9643,-91.8318,01-09-2017,33.5,5.9,21.7
37.9643,-91.8318,01-10-2017,29.7,-4.1,14.9
37.9643,-91.8318,01-11-2017,23.1,-9.8,6.5
37.9643,-91.8318,01-12-2017,19.7,-17.8,0.3
37.9643,-91.8318,01-01-2018,14.9,-17.8,-2
37.9643,-91.8318,01-02-2018,20.4,-17.8,-1
37.9643,-91.8318,01-03-2018,20.3,-6.3,5.9
37.9643,-91.8318,01-04-2018,27.6,-12.7,8.7
37.9643,-91.8318,01-05-2018,37.2,10.1,23.1
37.9643,-91.8318,01-06-2018,34.1,12.1,25.2
37.9643,-91.8318,01-07-2018,37.8,12.7,24.8
37.9643,-91.8318,01-08-2018,36.2,13.9,24.9
37.9643,-91.8318,01-09-2018,34.3,6.4,21
37.9643,-91.8318,01-10-2018,31.2,-1.6,13
37.9643,-91.8318,01-11-2018,16.3,-12.9,1.6
37.9643,-91.8318,01-12-2018,13.1,-11.1,1.7
37.9643,-91.8318,01-01-2019,15,-17.7,-1.9
37.9643,-91.8318,01-02-2019,15.6,-16.3,-4.2
37.9643,-91.8318,01-03-2019,20.2,-17.8,3
37.9643,-91.8318,01-04-2019,29.1,-1.4,13.4
37.9643,-91.8318,01-05-2019,32.2,3.8,16.5
37.9643,-91.8318,01-06-2019,34.2,9.3,22.8
37.9643,-91.8318,01-07-2019,35.3,14,25.4
37.9643,-91.8318,01-08-2019,32.7,12.4,23.5
37.9643,-91.8318,01-09-2019,32.8,10.5,23.4
37.9643,-91.8318,01-10-2019,31.2,-5.9,11.4
37.9643,-91.8318,01-11-2019,18.3,-15.6,4.5
37.9643,-91.8318,01-12-2019,17.8,-11.8,2.4
37.9643,-91.8318,01-01-2020,16.2,-16.9,-1.1
37.9643,-91.8318,01-02-2020,14.6,-17.8,1
37.9643,-91.8318,01-03-2020,23.1,-5.6,8.8
37.9643,-91.8318,01-04-2020,28.4,-4.9,11.1
37.9643,-91.8318,01-05-2020,27.6,1.2,16.4
37.9643,-91.8318,01-06-2020,33.3,11.8,25.1
37.9643,-91.8318,01-07-2020,33.6,16.3,25.6
37.9643,-91.8318,01-08-2020,33.2,10.7,23.1
38.8471,-91.9406,01-01-2000,16.5,-14,1
38.8471,-91.9406,01-03-2000,26.5,-9,8.3
38.8471,-91.9406,01-04-2000,27.5,-1.5,12.3
38.8471,-91.9406,01-11-2000,27,-13,3.4
38.8471,-91.9406,01-12-2000,14.5,-20,-6.9
41.0336,-79.5356,01-10-2001,25.3,-2.7,12.3
41.0336,-79.5356,01-11-2001,21.2,-5.6,7.8
41.0336,-79.5356,01-12-2001,22.1,-12.2,1.8
41.0336,-79.5356,01-01-2002,19.2,-13.9,0.3
41.0336,-79.5356,01-02-2002,16.5,-12.2,0.1
41.0336,-79.5356,01-03-2002,20.9,-13.4,3.1
41.0336,-79.5356,01-04-2002,29.8,-7.1,9.7
41.0336,-79.5356,01-05-2002,27.4,-2.9,12.4
41.0336,-79.5356,01-06-2002,32.4,6.9,20.4
41.0336,-79.5356,01-07-2002,32.9,8.6,22.4
41.0336,-79.5356,01-08-2002,33.3,7.9,22.3
41.0336,-79.5356,01-09-2002,32.9,5.1,18.3
41.0336,-79.5356,01-10-2002,26.5,-2.2,5.9
41.0336,-79.5356,01-12-2002,14.7,-16.6,-2
41.0336,-79.5356,01-01-2003,27,-21.7,2.7
41.0336,-79.5356,01-02-2003,29,-19.1,-3.1
41.0336,-79.5356,01-03-2003,22.8,-18.1,3.2
41.0336,-79.5356,01-04-2003,27.5,-4.8,10
41.87442,-83.39143,01-11-2010,18.3,-6.1,5.5
41.87442,-83.39143,01-12-2010,12.7,-14.1,-2.6
41.87506,-83.39057,01-10-2012,26,0.9,12.3
41.87506,-83.39057,01-11-2012,18.6,-4.8,4.7
41.87506,-83.39057,01-12-2012,16.9,-9.3,3.1
41.87506,-83.39057,01-01-2013,16.1,-15.9,-0.5
41.87506,-83.39057,01-02-2013,10.7,-15.1,-2.7
41.87506,-83.39057,01-03-2013,18.6,-9.4,1.1
41.87506,-83.39057,01-05-2013,32.9,-0.6,17.2
41.87506,-83.39057,01-06-2013,34.1,10.4,22.6
41.92,-83.438,01-02-2005,11.2,-11.1,-0.1
41.92,-83.438,01-03-2005,16.8,-13.4,0.9
41.92,-83.438,01-04-2005,28.6,0,10.7
41.92,-83.438,01-05-2005,29.8,-2.2,14.3
41.92,-83.438,01-09-2005,32.4,8.6,21.1
35.1206,-111.3788,01-02-2003,17.1,-12.6,2
34.4507,-119.7463,01-03-2000,27,3,13.9
34.4507,-119.7463,01-11-2000,27,3,13.9
34.4507,-119.7463,01-12-2000,26,2,14.1
36.1303,-86.8367,01-02-2000,25,-13,9.5
36.1303,-86.8367,01-03-2000,28,-4,12.7
36.1303,-86.8367,01-04-2000,28,-4,13.7
36.1303,-86.8367,01-03-2001,28,-9,8
36.1303,-86.8367,01-10-2001,30,-1,15.9
36.1303,-86.8367,01-10-2007,33,2,19.2
43.2992,-73.6356,01-01-2000,15,-26,-6.6
43.2992,-73.6356,01-02-2000,11,-23,-4.6
43.2992,-73.6356,01-03-2000,19,-15.5,3.7
43.2992,-73.6356,01-05-2000,32,-0.5,15.3
43.2992,-73.6356,01-06-2000,32.5,5,18.6
43.2992,-73.6356,01-09-2000,32,-4.5,16
43.2992,-73.6356,01-03-2001,14,-15,0.1
43.2992,-73.6356,01-05-2001,33,0.5,16.3
43.2992,-73.6356,01-10-2001,28,-6,12.5
43.2992,-73.6356,01-01-2002,12,-18,-0.8
43.2992,-73.6356,01-02-2002,16.5,-16,-1.7
43.2992,-73.6356,01-10-2002,27,-8.5,8.5
43.2992,-73.6356,01-01-2003,3,-28.5,-12.1
43.2992,-73.6356,01-10-2003,27,-5,8
43.2992,-73.6356,01-11-2003,20,-11,5.1
43.2992,-73.6356,01-03-2004,20,-11,3.2
43.2992,-73.6356,01-10-2004,25,-4,10.5
38.1814,-83.4305,01-04-2004,31,-5.1,12.3
38.1814,-83.4305,01-05-2004,34.1,7.8,21.4
38.1814,-83.4305,01-08-2004,33,8.6,21
39.220502,-77.246475,01-04-2019,27.4,-1.9,15.2
39.220502,-77.246475,01-05-2019,31.4,5.2,19.7
39.220502,-77.246475,01-07-2019,35.3,15,25.7
39.220502,-77.246475,01-08-2019,33.7,12.9,23.6
39.220502,-77.246475,01-09-2019,33.3,7.2,22.1
39.220502,-77.246475,01-10-2019,33.1,1.6,15.8
39.220502,-77.246475,01-11-2019,24.3,-6.4,6.4
39.220502,-77.246475,01-12-2019,16.6,-8.1,4
39.220502,-77.246475,01-02-2020,19,-9.4,5.2
39.220502,-77.246475,01-03-2020,25.7,-5.7,9.8
39.220502,-77.246475,01-04-2020,23.7,-1,11.2
40.803491,-74.449542,01-08-2016,35.8,12.7,24.7
40.803491,-74.449542,01-09-2016,33.6,7.6,20.8
40.803491,-74.449542,01-10-2016,30.3,-0.1,14
40.803491,-74.449542,01-11-2016,20.9,-1.8,9.2
40.803491,-74.449542,01-12-2016,14,-11.6,1.6
40.803491,-74.449542,01-01-2017,12.9,-13.9,1.3
40.803491,-74.449542,01-03-2017,15.5,-12.6,3.2
40.803491,-74.449542,01-04-2017,29.4,0.7,13.3
40.803491,-74.449542,01-05-2017,34,4.4,15.2
40.803491,-74.449542,01-06-2017,34.5,9.2,21
40.803491,-74.449542,01-07-2017,34,14,23.4
40.803491,-74.449542,01-08-2017,32.7,10.1,21.9
40.803491,-74.449542,01-09-2017,31.8,7.8,19.8
40.803491,-74.449542,01-10-2017,27.5,2.2,15.8
40.803491,-74.449542,01-11-2017,22.6,-6.7,6.5
40.803491,-74.449542,01-12-2017,15.2,-13.4,-0.1
40.803491,-74.449542,01-01-2018,16.8,-12.4,0.9
40.803491,-74.449542,01-02-2018,24.4,-11.8,3
40.803491,-74.449542,01-03-2018,15.1,-4.9,2.5
40.803491,-74.449542,01-04-2018,29,-2.6,8.3
40.803491,-74.449542,01-05-2018,32.6,6.2,18.9
40.803491,-74.449542,01-06-2018,33.4,8.1,21
40.803491,-74.449542,01-07-2018,36.5,11.8,24.7
40.803491,-74.449542,01-08-2018,34.4,13.4,24.6
40.803491,-74.449542,01-09-2018,34.4,9.2,20.4
40.803491,-74.449542,01-10-2018,27.9,-1.3,12.1
40.803491,-74.449542,01-11-2018,22,-12.6,5
40.803491,-74.449542,01-12-2018,15.7,-8.6,2.3
40.803491,-74.449542,01-01-2019,13.8,-20.4,-1.3
40.803491,-74.449542,01-02-2019,17.3,-15,0.2
40.803491,-74.449542,01-03-2019,22.9,-10.5,3.8
40.803491,-74.449542,01-04-2019,25,-3,11.6
40.803491,-74.449542,01-05-2019,30,3.6,16.5
40.803491,-74.449542,01-06-2019,32.5,11.2,21.3
40.803491,-74.449542,01-07-2019,35,17.2,25.7
40.803491,-74.449542,01-08-2019,33,13.2,22.9
40.803491,-74.449542,01-09-2019,30.8,7,19.9
40.803491,-74.449542,01-10-2019,31.4,1.7,14.1
40.803491,-74.449542,01-11-2019,21.7,-7.7,4.6
40.803491,-74.449542,01-12-2019,13.5,-11.7,1.4
40.803491,-74.449542,01-01-2020,18.1,-9.1,2.1
40.803491,-74.449542,01-02-2020,15.1,-12,2.7
40.803491,-74.449542,01-03-2020,22.8,-5.6,7.2
40.803491,-74.449542,01-04-2020,18.7,-0.6,8.7
40.803491,-74.449542,01-05-2020,28.6,0.3,15
40.803491,-74.449542,01-06-2020,32.4,7.9,21.7
40.803491,-74.449542,01-07-2020,33.8,17.6,25.5
40.803491,-74.449542,01-08-2020,33.3,13.6,24.1
30.6962,-88.0532,01-03-2000,29,5,18.6
30.6962,-88.0532,01-04-2000,29,3,19.9
30.6962,-88.0532,01-05-2000,34,15,26.1
30.6962,-88.0532,01-06-2000,35,18,27.7
30.6962,-88.0532,01-07-2000,40,22,30.4
30.6962,-88.0532,01-08-2000,41,21,30
30.6962,-88.0532,01-09-2000,41,12,26.4
30.6962,-88.0532,01-10-2000,31,9,22.7
30.6962,-88.0532,01-11-2000,33,2,15.6
30.6962,-88.0532,01-12-2000,25,-6,9.2
30.6962,-88.0532,01-01-2001,23,-10,9.1
30.6962,-88.0532,01-02-2001,25,0,15.2
30.6962,-88.0532,01-03-2001,25,1,14.6
30.6962,-88.0532,01-04-2001,33,5,22.3
30.6962,-88.0532,01-05-2001,33,12,24.9
30.6962,-88.0532,01-06-2001,35,18,27.7
30.6962,-88.0532,01-07-2001,37,23,29.2
30.6962,-88.0532,01-08-2001,35,21,28.5
30.6962,-88.0532,01-09-2001,35,11,26.1
30.6962,-88.0532,01-10-2001,31,3,19.1
30.6962,-88.0532,01-11-2001,29,2,18.9
30.6962,-88.0532,01-12-2001,26,-3,14.3
30.6962,-88.0532,01-01-2002,25,-6,11.8
30.6962,-88.0532,01-02-2002,25,-7,10.7
30.6962,-88.0532,01-04-2002,30.7,7,22.3
30.6962,-88.0532,01-05-2002,33,10.9,24.3
30.6962,-88.0532,01-06-2002,35.4,20.1,27.9
30.6962,-88.0532,01-07-2002,36.3,20.9,28.5
30.6962,-88.0532,01-08-2002,35.3,21.4,28.1
30.6962,-88.0532,01-09-2002,35.6,19.3,27.4
30.6962,-88.0532,01-10-2002,32.2,8.7,24.1
30.6962,-88.0532,01-11-2002,27.5,-6.5,16.6
30.6962,-88.0532,01-12-2002,24,-1.3,14.3
30.6962,-88.0532,01-01-2003,22.7,-2.4,11.3
30.6962,-88.0532,01-02-2003,23.5,5.5,15
30.6962,-88.0532,01-03-2003,26.1,8.5,19.8
30.6962,-88.0532,01-04-2003,30,5.1,21.5
30.6962,-88.0532,01-05-2003,33.1,14.3,25.4
30.6962,-88.0532,01-06-2003,32.7,20.7,27.3
30.6962,-88.0532,01-07-2003,34.7,21.7,27.7
30.6962,-88.0532,01-08-2003,35,21.1,28.9
30.6962,-88.0532,01-09-2003,33.5,12.4,26.3
30.6962,-88.0532,01-10-2003,30.9,10.4,22.4
30.6962,-88.0532,01-11-2003,30.3,-0.2,18.4
30.6962,-88.0532,01-12-2003,22.5,-0.1,11.4
30.6962,-88.0532,01-01-2004,25.6,-2.4,11.7
30.6962,-88.0532,01-02-2004,22.9,0.4,12.4
30.6962,-88.0532,01-03-2004,28.3,10,21.3
30.6962,-88.0532,01-04-2004,29,7,21.1
30.6962,-88.0532,01-05-2004,34.1,9.1,26.6
30.6962,-88.0532,01-06-2004,40.4,19.9,27.6
30.6962,-88.0532,01-07-2004,36.1,22.2,28.7
30.6962,-88.0532,01-08-2004,35.1,15.7,27.6
30.6962,-88.0532,01-09-2004,33.4,17.3,26.8
30.6962,-88.0532,01-10-2004,32.2,9.2,24.8
30.6962,-88.0532,01-11-2004,29.8,4.1,19
30.6962,-88.0532,01-12-2004,25.9,-2.3,12.3
30.6962,-88.0532,01-01-2005,25.2,-3.1,14.5
30.6962,-88.0532,01-02-2005,26.7,1.1,15.1
30.6962,-88.0532,01-03-2005,27.8,3.6,16.2
30.6962,-88.0532,01-04-2005,29.9,4.9,20.1
30.6962,-88.0532,01-05-2005,36.2,10,23.8
30.6962,-88.0532,01-06-2005,36.1,18.6,27.2
30.6962,-88.0532,01-07-2005,36.4,19.8,28.8
30.6962,-88.0532,01-08-2005,36,22.3,28.8
30.6962,-88.0532,01-09-2005,36.1,19.3,28.2
30.6962,-88.0532,01-10-2005,32.7,4.8,21.4
30.6962,-88.0532,01-11-2005,29.5,0.9,18.2
30.6962,-88.0532,01-12-2005,26.7,-1.4,12.2
30.6962,-88.0532,01-01-2006,29.3,-2.3,15.5
30.6962,-88.0532,01-02-2006,27.9,-2.4,13.5
30.6962,-88.0532,01-03-2006,28.5,3.9,17.8
30.6962,-88.0532,01-04-2006,33.1,10,22.9
30.6962,-88.0532,01-05-2006,36.3,12.2,24.9
30.6962,-88.0532,01-06-2006,36.9,18.1,28.4
30.6962,-88.0532,01-07-2006,37,20.2,29.4
30.6962,-88.0532,01-09-2006,34.6,14.3,26.1
